Phone_ID,Doc_ID,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,Action
37,4,1.487,0.09,26.811,-30.843,12.7,-34.774,14.648,0.25087,4,-2.8699,1,0,90.153,2147.3,0.09,12.7,0.25087,2
37,4,0.342,0.136,9.777,-36.991,18.949,-36.185,9.2076,0.91172,2,0.087687,1,0.8909,59.35,157.57,0.136,18.949,0.91172,2
37,4,1.907,0.137,9.0714,-37.999,29.936,-35.58,21.004,0.9439,2,0.11543,1,0,95.984,285.16,0.137,29.936,0.9439,1
37,4,0.343,0.13,27.92,-37.193,18.042,-37.898,9.9029,0.70868,4,-3.0703,1,27.209,82.468,159,0.13,18.235,0.70868,0
37,4,3.952,0.069,24.291,-37.798,11.692,-39.713,12.744,0.33498,4,-2.9907,1,0,174.33,888.62,0.069,11.692,0.33498,2
37,4,0.257,0.125,10.079,-39.41,19.352,-39.914,9.2867,0.95071,2,-0.054294,1,25.003,138.59,299.95,0.125,19.352,0.89898,2
37,4,1.635,0.138,11.692,-39.511,28.827,-41.124,17.211,0.99349,2,-0.093841,1,4.1234,111.67,874.35,0.23,28.827,0.99349,2
37,4,0.278,0.124,28.121,-44.148,22.175,-45.156,6.0316,0.71509,4,-2.9737,1,17.442,76.638,195.73,0.124,22.175,0.71509,2
37,4,2.668,0.073,26.206,-44.551,16.228,-45.458,10.02,0.66716,4,-3.0509,1,30.829,200.81,590.87,0.073,16.228,0.66716,1
37,4,0.288,0.118,10.281,-27.013,17.337,-27.113,7.0563,0.9918,2,-0.014285,1,13.945,51.011,116.44,0.118,14.235,0.9918,0
37,4,1.49,0.135,10.281,-27.517,24.493,-26.61,14.241,0.81203,2,0.063743,1,25.112,83.245,131.84,0.135,24.493,0.81203,2
37,4,0.295,0.131,28.525,-24.493,18.546,-28.424,10.725,0.69854,4,-2.7663,1,25.355,72.689,163.53,0.131,18.546,0.69854,2
37,4,1.809,0.096,25.299,-27.718,15.522,-30.238,10.096,0.70355,4,-2.8894,1,16.036,131.01,384.15,0.096,15.522,0.70355,2
37,4,0.314,0.169,10.483,-37.898,18.848,-39.713,8.5603,0.47417,2,-0.21356,1,6.4824,41.925,87.896,0.169,18.848,0.47417,2
37,4,2.823,0.119,12.801,-36.89,27.416,-38.201,14.674,0.98991,2,-0.089416,1,40.57,136.49,217.41,0.119,27.416,0.98991,2
37,4,0.457,0.095,27.013,-36.89,16.933,-37.294,10.087,0.59589,4,-3.1016,1,22.049,106.19,195.91,0.095,16.933,0.59589,1
37,4,1.147,0.061,21.973,-37.898,16.53,-37.999,5.4438,0.59564,4,-3.1231,1,6.4935,55.169,790,0.061,16.53,0.59564,0
37,4,0.473,0.148,10.079,-36.689,25.098,-42.737,16.19,0.93605,2,-0.38282,1,13.523,81.263,177.66,0.148,25.098,0.93605,2
37,4,0.747,0.114,11.188,-36.689,21.57,-39.31,10.707,0.89908,2,-0.24726,1,17.297,100.65,714.44,0.114,21.57,0.89908,2
37,4,0.372,0.077,26.71,-39.31,15.018,-40.116,11.72,0.5974,4,-3.0727,1,65.903,147.83,1151,0.077,15.018,0.5974,2
37,4,2.242,0.092,24.997,-38.1,13.204,-40.821,12.103,0.12199,4,-2.9148,1,0,69.098,884.58,0.092,13.204,0.12199,2
37,4,0.273,0.124,7.2571,-36.387,14.917,-36.89,7.6769,0.97903,2,-0.065695,1,6.1977,87.87,201.6,0.124,14.917,0.97903,2
37,4,1.114,0.116,9.777,-34.169,26.206,-37.394,16.743,0.9139,2,-0.19385,1,69.023,99.602,695.09,0.116,26.206,0.9139,2
37,4,0.333,0.147,28.323,-28.827,16.127,-31.347,12.454,0.42997,4,-2.9378,1,0,97.098,143.14,0.806,16.127,0.23232,2
37,4,1.749,0.09,21.872,-34.27,10.886,-36.387,11.189,0.69777,4,-2.9513,1,67.012,167.99,487.17,0.09,10.886,0.69777,2
37,4,0.247,0.101,12.801,-38.503,21.469,-40.821,8.9729,0.98666,2,-0.26133,1,24.902,96.641,168.73,0.101,21.469,0.98666,2
37,4,0.952,0.116,11.994,-37.697,27.819,-42.233,16.462,0.89554,2,-0.27914,1,22.679,141.14,363.62,0.116,27.819,0.89554,1
37,4,0.283,0.097,25.702,-37.999,16.933,-36.689,8.8664,0.60357,4,2.9933,1,15.116,90.135,179.28,0.097,16.933,0.60357,0
37,4,2.893,0.088,23.989,-40.015,13.002,-40.62,11.003,0.59591,4,-3.0866,1,22.908,218.33,328.88,0.088,13.002,0.59591,2
37,4,1.341,0.129,8.9706,-37.394,22.578,-42.434,14.51,0.95832,2,-0.35471,1,11.932,128.49,206.76,0.129,22.578,0.95832,2
37,4,2.904,0.12,8.6683,-34.875,27.013,-44.148,20.555,0.98108,2,-0.46803,1,24.19,191.54,262.35,0.12,27.013,0.98108,2
37,4,0.294,0.126,27.718,-38.1,20.461,-37.596,7.2746,0.71289,4,3.0723,1,16.897,72.13,234.16,0.126,20.461,0.71289,2
37,4,2.02,0.106,25.602,-41.729,14.413,-42.535,11.217,0.66601,4,-3.0696,1,14.111,56.668,1046.8,0.106,14.413,0.66601,2
37,4,0.281,0.128,11.591,-40.821,22.074,-43.543,10.83,0.94388,2,-0.25401,1,0,82.917,147.85,0.128,22.074,0.94388,2
37,4,2.002,0.09,12.7,-42.636,27.315,-47.675,15.46,0.98637,2,-0.33206,1,85.932,123.62,784.62,0.09,27.315,0.98637,2
37,4,0.333,0.126,28.121,-42.837,18.042,-44.752,10.26,0.42838,4,-2.9538,1,0,76.577,172.49,0.126,18.042,0.42838,1
37,4,1.855,0.065,24.896,-44.853,15.825,-45.256,9.0804,0.20066,4,-3.0972,1,0,156.55,1320.1,0.065,15.825,0.20066,0
37,4,0.291,0.119,12.398,-20.562,18.949,-23.384,7.1336,0.97597,2,-0.40675,1,23.44,95.953,186.86,0.23,18.949,0.97597,2
37,4,0.813,0.117,12.902,-23.687,26.307,-25.803,13.572,0.98166,2,-0.1566,1,3.0676,101.73,504.05,0.117,26.307,0.98166,2
37,4,0.265,0.096,23.183,-27.113,17.84,-27.315,5.3459,0.59615,4,-3.1039,1,14.621,50.707,165.43,0.096,17.84,0.59615,2
37,4,2.755,0.065,21.671,-30.843,14.413,-30.641,7.2599,0.5957,4,3.1138,1,17.818,123.05,950.18,0.065,14.413,0.5957,2
37,4,0.379,0.123,10.684,-27.517,23.082,-29.533,12.56,0.94911,2,-0.16119,1,11.739,101.49,173.16,0.123,23.082,0.94911,2
37,4,1.849,0.115,11.793,-27.416,27.517,-29.936,15.924,0.97217,2,-0.15891,1,9.2202,194.37,594.63,0.115,27.517,0.97217,2
37,4,0.314,0.126,29.432,-23.183,15.825,-29.029,14.81,0.4635,4,-2.7358,1,0,73.91,375.98,0.126,15.825,0.4635,2
37,4,1.056,0.093,24.896,-28.222,13.002,-28.625,11.9,0.64451,4,-3.1077,1,32.178,124.73,391.88,0.093,13.002,0.64451,2
37,4,0.235,0.126,13.506,-25.098,20.763,-29.533,8.505,0.95579,2,-0.54855,1,0,37.964,250.43,0.126,20.763,0.95579,1
37,4,5.765,0.131,13.406,-25.501,28.323,-27.416,15.04,0.88131,2,-0.12768,1,13.823,114.93,199.64,0.131,28.323,0.88131,0
37,4,0.343,0.115,27.92,-26.61,17.437,-28.021,10.577,0.60192,4,-3.0078,1,29.04,111.16,227.9,0.115,17.437,0.60192,2
37,4,6.328,0.048,21.973,-30.843,13.809,-31.75,8.2145,0.59611,4,-3.0309,1,25.847,153.66,987.98,0.048,13.809,0.59611,2
37,4,0.245,0.143,10.483,-25.602,18.546,-27.416,8.2651,0.99588,2,-0.22131,1,14.694,73.338,275.17,0.143,18.546,0.99588,2
37,4,1.01,0.125,11.087,-27.517,28.021,-29.734,17.078,0.95142,2,-0.13021,1,10.256,138.96,220.23,0.125,28.021,0.95142,2
37,4,0.334,0.108,27.214,-28.222,16.429,-31.347,11.228,0.6111,4,-2.8596,1,41.185,87.109,262.15,0.108,16.429,0.6111,2
37,4,2.042,0.069,22.679,-30.44,12.297,-30.843,10.39,0.035137,4,-3.1028,1,0,26.657,958.7,0.069,12.297,0.035137,2
37,4,0.295,0.124,10.18,-26.206,21.469,-30.641,12.129,0.91739,2,-0.37433,1,15.093,136.29,195.05,0.124,21.469,0.91739,2
37,4,2.584,0.133,11.591,-24.291,27.517,-29.936,16.896,0.84532,2,-0.34062,1,0.50397,114.56,214.19,0.133,27.517,0.84532,2
37,4,0.295,0.126,27.214,-35.983,18.244,-36.79,9.0068,0.70929,4,-3.0519,1,28.348,72.9,99.265,0.126,18.244,0.70929,1
37,4,1.578,0.097,25.501,-37.999,12.297,-39.612,13.302,0.70884,4,-3.0201,1,15.584,159.94,657.27,0.097,12.297,0.70884,0
37,4,0.239,0.131,10.886,-39.41,17.538,-41.527,6.981,0.98799,2,-0.30805,1,0,34.447,140.65,0.131,17.538,0.98799,2
37,4,3.299,0.119,9.9786,-37.798,24.493,-41.426,14.961,0.97673,2,-0.24498,1,32.571,93.245,651.6,0.119,24.493,0.97673,2
37,4,0.681,0.131,26.912,-34.572,12.599,-36.991,14.516,0.66818,4,-2.9742,1,21.879,93.735,172.76,0.131,12.599,0.66818,2
37,4,2.168,0.078,20.663,-36.991,11.994,-37.898,8.7156,0.65428,4,-3.0373,1,23.373,148.7,206.34,0.566,11.994,0.65428,1
37,4,0.269,0.126,7.6603,-35.076,21.671,-40.418,14.994,0.97621,2,-0.36428,1,27.209,123.8,232.76,0.126,21.671,0.97621,0
37,4,0.741,0.121,10.785,-35.479,27.315,-41.93,17.744,0.98216,2,-0.37207,1,2.5199,120.28,258.33,0.121,27.315,0.1,2
37,4,0.308,0.124,27.819,-37.394,14.313,-35.883,13.591,0.66312,4,3.0301,1,25.556,61.464,182.07,0.124,14.313,0.66312,2
37,4,0.793,0.089,23.787,-37.697,11.087,-38.201,12.71,0.70508,4,-3.1019,1,43.197,145.26,826.48,0.089,11.087,0.70508,2
37,4,0.185,0.099,10.382,-35.883,15.119,-37.798,5.1098,0.97715,2,-0.38417,1,0,29.607,213.74,0.099,15.119,0.97715,2
37,4,0.936,0.15,9.5754,-34.975,25.702,-37.596,16.339,0.79935,2,-0.16109,1,6.0941,61.432,503.94,0.15,25.702,0.79935,2
37,4,0.261,0.099,23.586,-34.27,14.817,-34.169,8.7696,0.59835,4,3.1301,1,28.523,73.448,222.11,0.099,14.817,0.59835,2
37,4,3.962,0.094,21.671,-36.487,9.273,-36.084,12.404,0.65056,4,3.1091,1,23.486,105.94,747.91,0.094,9.273,0.65056,1
37,4,0.296,0.134,7.6603,-35.379,18.748,-41.829,12.827,0.93967,2,-0.52694,1,0,89.596,201.99,0.134,18.748,0.93967,0
37,4,1.827,0.1,9.9786,-35.983,26.912,-41.729,17.881,0.91777,2,-0.3271,1,36.349,187.84,903.43,0.1,26.912,0.91777,2
37,4,0.334,0.152,28.525,-34.673,14.917,-34.572,13.608,0.71276,4,3.1342,1,5.3361,69.581,142.95,0.152,14.917,0.71276,2
37,4,1.666,0.093,24.594,-36.387,10.785,-37.092,13.827,0.72854,4,-3.0905,1,73.981,198.33,679.13,0.093,23.235,0.72854,2
37,4,0.246,0.12,8.6683,-38.302,20.965,-43.442,13.328,0.98357,2,-0.39595,1,5.6696,112.76,161.45,0.12,20.965,0.98357,2
37,4,0.886,0.134,11.087,-36.689,29.331,-45.76,20.375,0.97739,2,-0.46144,1,6.109,202.07,334.49,0.134,29.331,0.97739,2
37,4,0.309,0.098,26.206,-34.169,16.833,-33.665,9.3873,0.59969,4,3.0879,1,20.752,84.787,216.98,0.098,16.833,0.59969,2
37,4,0.687,0.086,22.477,-37.495,10.483,-37.999,12.005,0.66472,4,-3.0996,1,63.238,137.47,483.89,0.086,10.483,0.66472,2
37,4,0.247,0.137,6.35,-36.185,14.01,-37.092,7.7138,0.89723,2,-0.11787,1,13.523,55.445,120.39,0.137,14.01,0.89723,1
37,4,0.936,0.135,7.2571,-35.177,18.949,-37.898,12.005,0.59075,2,-0.22869,1,0,37.799,205.27,0.135,18.949,0.59075,0
37,4,0.298,0.125,26.005,-34.371,16.329,-34.27,9.6767,0.70539,4,3.1312,1,22.679,79.522,117.86,0.125,16.329,0.70539,2
37,4,0.746,0.092,20.461,-34.875,8.4667,-35.782,12.029,0.70633,4,-3.0661,1,30.037,134.82,398.13,0.092,8.4667,0.70633,2
37,4,0.245,0.137,6.1484,-34.27,12.297,-35.983,6.3827,0.92664,2,-0.27179,1,21.868,65.281,124.97,0.999,12.297,0.92664,2
37,4,0.965,0.152,5.846,-33.967,20.36,-35.177,14.565,0.79035,2,-0.083141,1,27.958,89.831,197.17,0.152,20.36,0.79035,2
37,4,0.288,0.097,24.392,-32.254,14.917,-32.052,9.4767,0.59375,4,3.1203,1,25.974,92.131,196.89,0.097,14.917,0.59375,2
37,4,4.861,0.089,18.143,-34.371,9.4746,-35.076,8.6969,0.6547,4,-3.0604,1,31.553,94.008,1125.6,0.089,9.4746,0.6547,2
37,4,0.267,0.099,7.6603,-35.177,18.143,-40.217,11.631,0.98524,2,-0.44814,1,19.921,119.52,224.54,0.099,18.143,0.98524,2
37,4,1.73,0.114,9.0714,-35.278,26.61,-43.039,19.179,0.98434,2,-0.41662,1,27.087,222.25,995.81,0.114,26.61,0.98434,1
37,4,0.313,0.125,25.198,-34.774,12.902,-36.689,12.445,0.71212,4,-2.9871,1,30.532,105.06,193.81,0.125,12.902,0.71212,0
37,4,2.336,0.088,21.368,-37.294,10.583,-37.495,10.787,0.59777,4,-3.1229,1,26.525,129.58,613.04,0.088,10.583,0.59777,2
37,4,0.234,0.124,7.9627,-36.991,17.135,-41.225,10.102,0.98501,2,-0.43241,1,18.033,120.71,194.23,0.124,17.135,0.98501,2
37,4,1.236,0.137,8.769,-37.193,24.392,-43.744,16.941,0.91067,2,-0.39708,1,19.266,168.86,225.06,0.137,24.392,0.91067,2
37,4,0.275,0.093,26.307,-37.495,18.143,-36.185,8.2688,0.59074,4,2.9825,1,23.9,82.144,201.59,0.093,18.143,0.59074,2
37,4,1.073,0.091,21.368,-38.402,10.483,-38.906,10.897,0.66443,4,-3.0953,1,21.691,134.5,974.03,0.091,10.483,0.66443,1
37,4,0.44,0.13,8.769,-36.185,21.167,-40.922,13.272,0.97014,2,-0.36499,1,0,88.325,195.16,0.13,21.167,0.97014,0
37,4,3.116,0.113,9.6762,-36.79,22.981,-41.426,14.089,0.76137,2,-0.33532,1,0.59393,99.835,230.85,0.113,22.981,0.76137,2
37,4,0.436,0.133,29.633,-30.944,14.817,-32.758,14.927,0.71321,4,-3.0198,1,33.749,114.24,180.99,0.133,14.817,0.71321,2
37,4,1,0.069,27.92,-23.989,15.22,-27.92,13.294,0.3572,4,-2.8414,1,0,106.56,892.6,0.069,15.22,0.3572,2
37,4,0.335,0.127,11.087,-25.299,21.973,-26.912,11.005,0.96323,2,-0.14708,1,20.442,108.72,182.57,0.127,21.973,0.96323,2
37,4,2.886,0.114,12.902,-25.198,27.214,-25.803,14.325,0.8136,2,-0.042228,1,43.566,79.367,387.3,0.114,27.235,0.8136,2
37,4,0.357,0.139,27.517,-37.798,15.018,-38.1,12.502,0.66506,4,-3.1174,1,33.203,104.58,152.18,0.139,15.018,0.66506,2
37,4,1.203,0.103,24.09,-41.124,11.994,-41.325,12.097,0.73959,4,-3.1249,1,54.292,119.48,857.61,0.103,11.994,0.73959,2
37,4,0.299,0.155,9.273,-42.535,23.485,-45.156,14.452,0.95214,2,-0.18235,1,8.0181,83.994,149.34,0.155,23.485,0.95214,1
37,4,1.782,0.137,13.607,-38.402,28.424,-45.559,16.454,0.97009,2,-0.44995,1,0,95.618,618.2,0.137,28.424,0.97009,0
37,4,0.461,0.182,29.835,-38.402,14.615,-41.124,15.461,0.60321,4,-2.9647,1,15.116,90.666,136.83,0.182,14.615,0.60321,2
37,4,1.889,0.071,24.896,-41.225,13.91,-41.628,10.994,0.5987,4,-3.1049,1,41.997,138.66,1003.3,0.071,13.91,0.5987,2
37,4,0.264,0.13,10.785,-40.015,21.771,-42.333,11.228,0.94024,2,-0.20796,1,12.473,88.243,182.76,0.13,21.771,0.94024,2
37,4,0.798,0.154,11.793,-37.294,28.021,-42.434,17.022,0.79707,2,-0.30677,1,43.184,120.53,375.71,0.154,28.021,0.79707,2
37,4,0.313,0.147,27.617,-38.705,15.724,-37.596,11.945,0.71358,4,3.0486,1,42.013,101.42,207.46,0.147,15.724,0.71358,2
37,4,0.834,0.112,21.771,-39.511,11.793,-41.225,10.125,0.65952,4,-2.9715,1,9.7843,81.598,633.86,0.112,11.793,0.65952,2
37,4,0.295,0.107,12.398,-40.821,24.19,-44.148,12.253,0.9892,2,-0.27491,1,0,105.79,260.66,0.107,24.19,0.9892,2
37,4,0.791,0.138,14.917,-38.302,27.113,-43.442,13.235,0.91429,2,-0.39889,1,2.3998,67.73,283.23,0.138,27.113,0.91429,1
37,4,0.264,0.129,26.206,-41.426,19.05,-40.922,7.1741,0.71397,4,3.0713,1,18.724,59.393,136.13,0.129,19.05,0.71397,0
37,4,3.554,0.091,22.578,-41.225,11.894,-41.628,10.692,0.74484,4,-3.1039,1,30.472,138.59,427.85,0.091,11.894,0.74484,2
37,4,0.323,0.148,10.079,-40.519,24.392,-44.45,14.843,0.95951,2,-0.26804,1,35.796,83.217,170.12,0.148,24.392,0.95951,2
37,4,0.869,0.149,13.91,-39.31,30.339,-45.357,17.507,0.9836,2,-0.35271,1,8.5705,67.195,527.03,0.149,30.339,0.9836,2
37,4,0.34,0.124,27.416,-41.225,16.429,-38.302,11.369,0.65216,4,2.8816,1,18.478,82.069,132.77,0.124,16.429,0.65216,2
37,4,1.874,0.133,25.501,-44.551,12.7,-45.66,12.849,0.67883,4,-3.0552,1,17.001,115.39,224.33,0.133,12.7,0.67883,2
37,4,0.361,0.15,13.204,-26.005,24.896,-28.525,11.961,0.97226,2,-0.21227,1,0.8909,52.574,125.77,0.15,24.896,0.97226,2
37,4,1.728,0.114,13.406,-26.71,29.029,-26.912,15.624,0.99785,2,-0.012903,1,20.323,162.38,975.5,0.114,29.029,0.99785,1
37,4,0.294,0.108,29.936,-23.586,17.74,-26.307,12.496,0.49969,4,-2.922,1,1.9383,120.83,181.69,0.108,17.74,0.49969,0
37,4,1.508,0.116,24.896,-28.928,11.188,-34.371,14.749,0.75567,4,-2.7636,1,57.32,163.41,571.44,0.116,11.188,0.75567,2
37,4,0.331,0.127,12.196,-27.113,26.106,-25.803,13.971,0.99615,2,0.093926,1,0,100.79,162.23,0.127,26.106,0.99615,2
37,4,1.091,0.073,17.941,-22.679,27.315,-21.671,9.4278,0.99514,2,0.10712,1,17.639,52.936,468.63,0.073,27.315,0.99514,2
37,4,0.394,0.125,24.594,-37.294,14.817,-37.999,9.8024,0.71357,4,-3.0696,1,26.716,72.053,175.52,0.125,14.817,0.71357,2
37,4,-1069.4,0.112,21.57,-36.89,10.281,-38.806,11.45,0.77602,4,-2.9735,1,30.332,94.451,561.43,0.112,10.281,0.77602,2
37,1,1.326,1.073,28.121,-37.394,32.052,-10.684,26.998,0.92509,3,1.4247,1,8.8194,20.999,48.686,1.073,32.052,0.92509,1
37,1,2.934,0.704,25.602,-39.511,27.416,-24.594,15.027,0.68201,3,1.4498,1,0,18.89,37.781,0.704,27.416,0.68201,0
37,1,0.83,0.52,27.617,-27.214,25.602,-39.41,12.362,0.67699,1,-1.7346,1,4.2071,16.799,84.761,0.52,25.602,0.67699,2
37,1,2.214,1.728,28.625,-27.214,27.617,-31.548,4.4498,0.55335,1,-1.7993,1,0,2.9645,28.894,1.728,27.617,0.55335,2
37,1,0.686,0.432,27.416,-43.644,30.44,-21.671,22.18,0.63109,3,1.434,1,12.881,51.294,110.04,0.432,30.44,0.63109,2
37,1,9.054,0.751,25.299,-44.551,28.222,-28.625,16.191,0.78558,3,1.3893,1,6.945,18.98,50.395,0.751,28.222,0.78558,2
37,1,11.804,1.734,25.501,-42.233,28.021,-27.013,15.427,0.77228,3,1.4067,1,3.7564,8.7813,18.495,1.734,28.021,0.77228,2
37,1,3.003,1.192,27.315,-31.145,29.835,-19.554,11.862,0.71598,3,1.3567,1,4.9677,10.61,20.258,1.192,29.835,0.71598,2
37,1,0.727,0.476,24.896,-37.798,30.44,-16.933,21.588,0.7184,3,1.3111,1,9.1401,34.569,125.12,0.476,30.44,0.7184,1
37,1,14.76,0.743,22.88,-45.458,25.702,-27.214,18.461,0.81571,3,1.4173,1,0,19.971,57.661,0.743,25.702,0.81571,0
37,1,10.767,2.435,27.113,-40.922,30.137,-19.856,21.282,0.77314,3,1.4282,1,2.9052,7.5024,21.073,2.435,30.137,0.77314,2
37,1,8.246,0.517,25.198,-41.124,29.835,-17.941,23.642,0.7564,3,1.3734,1,22.319,63.813,91.008,0.517,29.835,0.7564,2
37,1,9.402,2.404,26.71,-46.163,26.509,-34.068,12.097,0.5785,3,1.5875,1,0,5.5997,10.079,2.404,26.509,0.5785,2
37,1,0.843,0.567,28.021,-41.527,32.758,-12.398,29.512,0.54882,3,1.4096,1,4.327,53.124,119.9,0.567,32.758,0.54882,2
37,1,8.998,0.506,24.896,-41.023,30.54,-17.034,24.644,0.65176,3,1.3397,1,5.5549,40.945,105.79,0.506,30.54,0.65176,2
37,1,6.053,0.492,25.501,-39.612,30.44,-19.352,20.853,0.72732,3,1.3317,1,8.4343,40.225,107.44,0.492,27.235,0.72732,2
37,1,0.507,0.323,46.567,-19.453,52.11,1.3103,21.491,0.84269,3,1.3099,1,35.806,45.077,110.15,0.323,52.11,0.84269,2
37,1,0.432,0.266,45.055,-18.748,53.421,2.8222,23.135,0.7256,3,1.2008,1,20.846,94.665,200.43,0.266,53.421,0.7256,2
37,1,0.379,0.23,44.752,-19.554,54.126,2.8222,24.26,0.80743,3,1.1741,1,35.713,115.36,219.5,0.23,54.126,0.80743,2
37,1,0.409,0.251,44.349,-20.159,53.421,2.8222,24.707,0.66315,3,1.1948,1,31.013,97.91,218.93,0.251,53.421,0.66315,2
37,1,1.593,0.838,43.543,-19.856,45.256,-17.84,2.6457,0.25402,3,0.8663,1,4.3823,17.529,99.287,0.838,45.256,0.25402,2
37,1,7.895,0.985,50.8,-17.74,14.716,-21.167,36.246,0.41724,4,-3.0469,1,4.4166,15.915,32.618,0.985,14.716,0.41724,1
37,1,0.52,0.141,21.771,-41.829,27.214,-22.275,20.297,0.77166,3,1.2993,1,15.899,170.24,218.21,0.141,27.214,0.77166,0
37,1,0.773,0.091,20.864,-42.031,28.121,-21.771,21.52,0.8625,3,1.2268,1,50.74,261.06,523.97,0.091,28.121,0.8625,2
37,1,0.409,0.315,20.763,-40.62,20.562,-45.962,5.3459,0.62236,1,-1.6085,1,5.6697,27.41,59.657,0.315,20.562,0.62236,2
37,1,0.625,0.507,25.299,-25.299,20.26,-48.683,23.921,0.6617,1,-1.7831,1,4.9022,45.28,152.4,0.507,20.26,0.6617,2
37,1,7.477,1.177,22.88,-27.718,20.763,-35.177,7.7533,0.35482,1,-1.8473,1,0,10.965,45.192,1.177,20.763,0.35482,2
37,1,15.981,1.23,24.291,-43.946,25.803,-30.742,13.29,0.78825,3,1.4568,1,4.5815,9.7992,25.199,1.23,25.803,0.78825,2
37,1,2.258,0.714,23.888,-44.047,25.198,-29.432,14.674,0.8018,3,1.4814,1,11.684,21.873,50.395,0.714,25.198,0.8018,2
37,1,3.092,1.246,23.384,-47.978,25.501,-30.742,17.365,0.87382,3,1.4486,1,5.617,11.862,28.045,1.246,25.501,0.87382,1
37,1,2.291,0.967,23.183,-45.559,25.904,-30.339,15.461,0.79143,3,1.3939,1,7.5023,11.879,29.058,0.967,25.904,0.79143,0
37,1,2.865,1.115,22.376,-44.954,24.291,-34.169,10.954,0.80698,3,1.3951,1,5.0397,9.6993,23.666,1.115,24.291,0.80698,2
37,1,3.602,1.186,22.88,-45.559,24.493,-36.185,9.5115,0.67322,3,1.4004,1,0,8.3994,15.254,1.186,24.493,0.67322,2
37,1,1.427,1.05,23.384,-35.076,28.726,-22.477,13.685,0.77151,3,1.1698,1,6.9328,12.239,28.891,1.05,28.726,0.77151,2
37,1,1.022,0.685,23.485,-37.294,30.339,-19.957,18.642,0.85034,3,1.1943,1,12.338,26.525,53.52,0.685,30.339,0.85034,2
37,1,1.324,0.675,22.275,-45.357,28.222,-19.957,26.087,0.83016,3,1.3408,1,10.948,32.049,77.573,0.675,28.222,0.83016,2
37,1,5.353,0.509,21.57,-42.938,22.88,-34.169,8.8664,0.89359,3,1.4225,1,6.5441,15.937,34.821,0.509,22.88,0.89359,1
37,1,5.834,1.78,21.872,-45.559,24.795,-29.734,16.092,0.77454,3,1.3881,1,5.3049,9.8394,18.326,1.78,24.795,0.77454,0
37,1,2.54,1.042,21.973,-43.845,23.787,-34.068,9.9439,0.80049,3,1.3873,1,0.40317,9.5994,18.173,1.042,23.787,0.80049,2
37,1,0.64,0.419,25.098,-31.75,31.246,-16.127,16.789,0.79393,3,1.1959,1,6.0772,45.338,67.667,0.419,31.246,0.79393,2
37,1,1.643,0.446,22.477,-41.325,31.145,-16.228,26.552,0.76682,3,1.2382,1,3.7219,39.565,148.83,0.446,31.145,0.76682,2
37,1,1.014,0.795,25.803,-26.509,31.649,-15.119,12.802,0.19992,3,1.0966,1,7.759,30.285,86.237,0.795,31.649,0.19992,2
37,1,1.143,0.597,21.771,-42.132,26.307,-25.803,16.947,0.92009,3,1.2998,1,7.0624,28.775,50.516,0.597,26.307,0.92009,2
37,1,1.462,0.645,21.771,-45.055,22.275,-36.689,8.381,0.60142,3,1.5106,1,8.9638,20.081,58.798,0.645,22.275,0.60142,1
